Date,Price,Open,High,Low,Vol.,Change %
01/01/23,"16,618.40","16,537.50","16,621.90","16,499.70",107.84K,0.49%
12/31/22,"16,537.40","16,607.20","16,635.90","16,487.30",130.44K,-0.42%
12/30/22,"16,607.20","16,636.40","16,644.40","16,360.00",192.76K,-0.18%
12/29/22,"16,636.40","16,546.20","16,659.10","16,496.60",181.47K,0.55%
12/28/22,"16,546.20","16,705.90","16,781.10","16,474.20",217.96K,-0.96%
12/27/22,"16,706.10","16,918.20","16,964.00","16,610.10",192.18K,-1.25%
12/26/22,"16,918.10","16,831.80","16,936.10","16,799.40",133.36K,0.51%
12/25/22,"16,831.80","16,835.70","16,852.90","16,733.00",132.89K,-0.03%
12/24/22,"16,837.20","16,778.60","16,855.80","16,777.80",110.12K,0.35%
12/23/22,"16,779.10","16,820.50","16,910.70","16,768.00",184.12K,-0.25%
12/22/22,"16,820.60","16,831.80","16,862.20","16,566.10",198.28K,-0.07%
12/21/22,"16,831.80","16,902.70","16,919.40","16,735.00",174.34K,-0.42%
12/20/22,"16,902.80","16,441.30","17,031.30","16,400.70",284.57K,2.81%
12/19/22,"16,441.30","16,741.10","16,809.50","16,331.20",207.93K,-1.79%
12/18/22,"16,741.10","16,777.00","16,825.70","16,666.50",124.29K,-0.21%
12/17/22,"16,777.10","16,629.00","16,794.40","16,587.00",164.49K,0.89%
12/16/22,"16,629.60","17,356.70","17,518.50","16,542.40",303.56K,-4.19%
12/15/22,"17,356.10","17,796.40","17,846.10","17,298.20",263.44K,-2.47%
12/14/22,"17,796.40","17,778.60","18,351.80","17,682.10",318.98K,0.10%
12/13/22,"17,778.60","17,210.90","17,951.60","17,094.50",328.71K,3.30%
12/12/22,"17,210.40","17,093.20","17,232.50","16,878.50",249.39K,0.68%
12/11/22,"17,093.30","17,127.00","17,262.90","17,080.60",167.20K,-0.20%
12/10/22,"17,127.20","17,125.70","17,220.50","17,105.70",148.81K,0.01%
12/09/22,"17,125.70","17,225.60","17,288.60","17,082.10",260.84K,-0.58%
12/08/22,"17,225.70","16,835.20","17,294.20","16,765.80",261.64K,2.32%
12/07/22,"16,835.20","17,089.40","17,126.70","16,715.30",244.36K,-1.49%
12/06/22,"17,089.30","16,966.30","17,101.10","16,914.90",246.19K,0.72%
12/05/22,"16,966.50","17,106.90","17,395.20","16,886.90",268.72K,-0.85%
12/04/22,"17,112.60","16,884.80","17,198.10","16,881.60",197.12K,1.35%
12/03/22,"16,884.50","17,093.40","17,132.60","16,862.10",169.29K,-1.22%
12/02/22,"17,093.60","16,972.20","17,096.20","16,799.90",227.01K,0.72%
12/01/22,"16,972.00","17,163.40","17,244.70","16,868.90",266.14K,-1.12%
11/30/22,"17,163.90","16,440.80","17,215.50","16,433.20",348.22K,4.40%
11/29/22,"16,440.40","16,211.90","16,531.40","16,100.10",271.58K,1.41%
11/28/22,"16,211.70","16,426.10","16,481.40","16,013.50",284.84K,-1.30%
11/27/22,"16,425.60","16,456.40","16,595.40","16,414.60",173.25K,-0.19%
11/26/22,"16,456.50","16,512.30","16,686.30","16,387.90",194.94K,-0.34%
11/25/22,"16,512.30","16,600.60","16,611.80","16,360.90",204.07K,-0.54%
11/24/22,"16,601.20","16,604.90","16,785.60","16,472.00",229.59K,-0.14%
11/23/22,"16,623.90","16,216.90","16,677.60","16,162.30",305.08K,2.53%
11/22/22,"16,212.90","15,776.60","16,274.60","15,620.40",287.21K,2.77%
11/21/22,"15,776.20","16,278.60","16,287.90","15,504.20",372.15K,-3.13%
11/20/22,"16,286.70","16,699.30","16,749.30","16,209.20",172.83K,-2.47%
11/19/22,"16,699.20","16,652.20","16,814.90","16,608.90",114.89K,0.37%
11/18/22,"16,638.30","16,715.40","16,846.30","16,553.00",241.96K,-0.32%
11/17/22,"16,691.20","16,540.50","16,739.70","16,425.80",257.00K,0.91%
11/16/22,"16,540.50","16,895.40","16,993.40","16,408.20",295.73K,-2.10%
11/15/22,"16,895.10","16,615.00","17,112.00","16,543.90",337.15K,1.69%
11/14/22,"16,613.70","16,325.00","17,158.40","15,834.00",442.46K,1.77%
11/13/22,"16,324.50","16,803.90","16,946.50","16,274.90",210.80K,-2.80%
11/12/22,"16,795.20","17,049.90","17,100.80","16,633.90",192.91K,-1.49%
11/11/22,"17,049.90","17,589.10","17,679.40","16,435.50",466.35K,-3.07%
11/10/22,"17,589.10","15,887.00","18,138.20","15,799.30",720.74K,10.71%
11/09/22,"15,886.90","18,538.90","18,583.80","15,603.30",869.57K,-14.25%
11/08/22,"18,527.40","20,589.00","20,667.50","17,260.00",865.10K,-10.01%
11/07/22,"20,589.00","20,916.30","21,055.40","20,410.50",414.24K,-1.56%
11/06/22,"20,916.30","21,298.70","21,360.40","20,901.00",242.26K,-1.81%
11/05/22,"21,301.60","21,145.70","21,464.70","21,084.10",261.23K,0.74%
11/04/22,"21,145.90","20,206.40","21,281.90","20,184.60",499.50K,4.65%
11/03/22,"20,206.40","20,154.00","20,384.50","20,066.60",347.23K,0.26%
11/02/22,"20,154.40","20,482.90","20,778.30","20,065.80",420.23K,-1.61%
11/01/22,"20,483.50","20,496.10","20,676.60","20,348.10",302.72K,-0.06%
10/31/22,"20,496.30","20,626.00","20,822.40","20,260.00",327.47K,-0.63%
10/30/22,"20,626.30","20,809.40","20,922.30","20,522.50",207.63K,-0.88%
10/29/22,"20,809.80","20,594.20","21,038.10","20,561.90",276.54K,1.05%
10/28/22,"20,594.40","20,293.00","20,744.00","20,058.20",318.90K,1.49%
10/27/22,"20,292.90","20,769.50","20,867.90","20,231.60",365.49K,-2.29%
10/26/22,"20,769.50","20,086.80","20,981.50","20,062.90",427.99K,3.42%
10/25/22,"20,082.70","19,331.80","20,406.90","19,249.00",371.54K,3.89%
10/24/22,"19,331.50","19,571.20","19,588.60","19,177.20",286.94K,-1.22%
10/23/22,"19,571.20","19,204.80","19,680.90","19,092.50",180.63K,1.91%
10/22/22,"19,204.80","19,162.60","19,249.90","19,116.10",118.24K,0.22%
10/21/22,"19,162.60","19,042.90","19,245.50","18,703.30",294.66K,0.63%
10/20/22,"19,042.90","19,125.10","19,334.50","18,935.60",253.20K,-0.42%
10/19/22,"19,123.90","19,328.20","19,358.60","19,101.20",209.28K,-1.06%
10/18/22,"19,328.20","19,548.40","19,692.90","19,102.80",290.07K,-1.13%
10/17/22,"19,548.20","19,262.20","19,663.50","19,163.60",248.40K,1.49%
10/16/22,"19,261.90","19,068.80","19,411.90","19,066.00",140.95K,1.01%
10/15/22,"19,068.70","19,181.70","19,218.70","19,000.80",123.66K,-0.59%
10/14/22,"19,181.80","19,379.80","19,933.90","19,098.60",400.45K,-1.02%
10/13/22,"19,379.80","19,154.60","19,494.40","18,207.90",455.13K,1.17%
10/12/22,"19,154.80","19,058.50","19,212.60","19,010.60",242.18K,0.50%
10/11/22,"19,059.10","19,134.30","19,261.30","18,868.70",288.57K,-0.39%
10/10/22,"19,134.60","19,441.70","19,520.70","19,057.00",243.77K,-1.58%
10/09/22,"19,441.00","19,416.30","19,552.10","19,329.60",127.53K,0.13%
10/08/22,"19,415.00","19,530.20","19,612.20","19,274.70",113.50K,-0.60%
10/07/22,"19,531.30","19,962.40","20,051.40","19,352.10",263.50K,-2.13%
10/06/22,"19,956.70","20,157.50","20,436.70","19,873.70",370.60K,-1.00%
10/05/22,"20,157.50","20,340.50","20,353.80","19,761.70",352.76K,-0.90%
10/04/22,"20,340.20","19,629.70","20,436.10","19,506.40",368.17K,3.63%
10/03/22,"19,628.30","19,057.60","19,676.00","19,001.30",333.03K,3.02%
10/02/22,"19,052.20","19,311.90","19,389.90","18,937.30",222.82K,-1.34%
10/01/22,"19,311.90","19,422.90","19,480.30","19,172.60",173.91K,-0.57%
09/30/22,"19,423.00","19,593.40","20,174.90","19,208.90",490.29K,-0.87%
09/29/22,"19,593.00","19,420.20","19,631.50","18,877.90",449.57K,0.94%
09/28/22,"19,411.00","19,083.40","19,757.80","18,505.30",581.19K,1.73%
09/27/22,"19,081.00","19,228.80","20,361.20","18,850.40",660.12K,-0.75%
09/26/22,"19,225.70","18,803.10","19,304.80","18,695.20",516.03K,2.25%
09/25/22,"18,803.20","18,925.10","19,125.10","18,659.60",209.71K,-0.64%
09/24/22,"18,925.20","19,288.40","19,310.60","18,812.00",258.50K,-1.91%
09/23/22,"19,293.50","19,404.10","19,477.30","18,554.80",431.15K,-0.57%
09/22/22,"19,404.00","18,488.10","19,490.90","18,371.00",448.63K,4.95%
09/21/22,"18,489.00","18,875.10","19,758.40","18,191.80",446.85K,-2.03%
09/20/22,"18,872.40","19,538.90","19,626.30","18,742.60",361.18K,-3.41%
09/19/22,"19,538.90","19,417.40","19,666.60","18,277.80",423.43K,0.62%
09/18/22,"19,418.80","20,113.90","20,113.90","19,347.70",273.11K,-3.45%
09/17/22,"20,113.50","19,802.80","20,178.60","19,761.00",204.58K,1.57%
09/16/22,"19,802.40","19,701.90","19,883.00","19,352.90",315.59K,0.51%
09/15/22,"19,701.70","20,222.30","20,321.40","19,532.30",358.42K,-2.58%
09/14/22,"20,222.50","20,175.50","20,503.70","19,654.20",374.22K,0.23%
09/13/22,"20,175.50","22,395.30","22,702.50","19,909.60",485.32K,-9.91%
09/12/22,"22,395.30","21,836.60","22,465.40","21,581.60",431.98K,2.57%
09/11/22,"21,834.90","21,650.40","21,836.40","21,363.00",297.12K,0.85%
09/10/22,"21,650.40","21,363.80","21,790.60","21,139.90",331.12K,1.33%
09/09/22,"21,365.20","19,318.80","21,545.70","19,294.10",480.37K,10.60%
09/08/22,"19,317.40","19,281.50","19,444.70","19,034.50",291.43K,0.19%
09/07/22,"19,281.50","18,786.30","19,445.90","18,548.40",319.10K,2.64%
09/06/22,"18,786.40","19,793.40","20,169.30","18,723.30",402.43K,-5.09%
09/05/22,"19,793.10","19,999.90","20,042.90","19,650.70",238.71K,-1.03%
09/04/22,"19,999.90","19,832.20","20,017.80","19,594.70",158.27K,0.85%
09/03/22,"19,831.40","19,952.80","20,043.80","19,660.70",157.85K,-0.61%
09/02/22,"19,952.70","20,131.60","20,428.20","19,764.70",272.22K,-0.86%
09/01/22,"20,126.10","20,049.90","20,202.70","19,584.40",275.08K,0.41%
08/31/22,"20,043.90","19,793.40","20,469.10","19,793.40",318.17K,1.27%
08/30/22,"19,792.60","20,295.60","20,558.20","19,559.70",308.41K,-2.48%
08/29/22,"20,295.80","19,551.30","20,394.50","19,551.20",248.04K,3.81%
08/28/22,"19,550.20","20,034.20","20,150.80","19,542.90",159.60K,-2.41%
08/27/22,"20,033.90","20,249.90","20,343.60","19,849.80",187.34K,-1.07%
08/26/22,"20,249.90","21,564.20","21,815.30","20,122.40",322.16K,-6.10%
08/25/22,"21,565.40","21,365.40","21,801.20","21,324.80",190.15K,0.94%
08/24/22,"21,365.20","21,516.20","21,832.30","21,171.10",202.40K,-0.71%
08/23/22,"21,517.20","21,416.50","21,661.00","20,919.60",228.65K,0.47%
08/22/22,"21,416.30","21,516.80","21,517.40","20,912.10",251.83K,-0.47%
08/21/22,"21,517.20","21,138.90","21,692.40","21,077.40",177.52K,1.79%
08/20/22,"21,138.90","20,830.70","21,357.40","20,784.80",206.94K,1.48%
08/19/22,"20,831.30","23,201.60","23,202.30","20,807.80",339.47K,-10.22%
08/18/22,"23,203.60","23,337.70","23,578.00","23,131.30",160.97K,-0.58%
08/17/22,"23,338.00","23,855.80","24,423.50","23,191.60",239.53K,-2.17%
08/16/22,"23,856.80","24,102.60","24,240.80","23,693.80",201.70K,-1.02%
08/15/22,"24,101.70","24,303.30","25,205.70","23,784.50",279.28K,-0.83%
08/14/22,"24,302.80","24,442.10","24,997.30","24,172.20",177.25K,-0.57%
08/13/22,"24,442.50","24,398.90","24,882.90","24,318.70",170.59K,0.18%
08/12/22,"24,398.70","23,935.30","24,440.80","23,616.40",194.96K,1.94%
08/11/22,"23,935.30","23,963.30","24,873.50","23,864.00",285.36K,-0.12%
08/10/22,"23,962.90","23,150.30","24,209.90","22,714.70",243.61K,3.53%
08/09/22,"23,146.70","23,818.10","23,912.00","22,886.50",169.62K,-2.81%
08/08/22,"23,816.30","23,175.30","24,234.10","23,160.60",197.94K,2.77%
08/07/22,"23,175.30","22,944.20","23,387.70","22,852.30",99.36K,1.01%
08/06/22,"22,944.20","23,308.20","23,344.40","22,923.60",94.44K,-1.56%
08/05/22,"23,308.20","22,613.30","23,447.60","22,593.50",208.90K,3.08%
08/04/22,"22,612.10","22,822.20","23,214.50","22,438.70",181.19K,-0.91%
08/03/22,"22,820.80","22,988.70","23,623.70","22,698.60",174.66K,-0.73%
08/02/22,"22,988.60","23,271.10","23,423.30","22,670.80",177.30K,-1.21%
08/01/22,"23,271.20","23,303.40","23,484.40","22,863.80",162.33K,-0.14%
07/31/22,"23,303.40","23,634.20","24,179.30","23,236.20",138.84K,-1.40%
07/30/22,"23,634.20","23,774.20","24,605.30","23,521.80",168.72K,-0.59%
07/29/22,"23,774.30","23,850.20","24,340.00","23,451.40",221.66K,-0.32%
07/28/22,"23,850.00","22,957.70","24,190.50","22,611.60",268.32K,3.88%
07/27/22,"22,958.30","21,248.00","23,027.80","21,047.50",242.66K,8.05%
07/26/22,"21,248.70","21,301.60","21,322.30","20,737.30",201.57K,-0.25%
07/25/22,"21,301.90","22,582.30","22,653.30","21,275.40",206.93K,-5.67%
07/24/22,"22,582.10","22,449.80","22,987.90","22,281.30",126.66K,0.54%
07/23/22,"22,460.40","22,683.60","22,991.00","21,971.70",137.42K,-0.95%
07/22/22,"22,675.20","23,150.00","23,741.40","22,524.20",197.54K,-2.06%
07/21/22,"23,153.00","23,219.90","23,403.80","22,360.20",217.08K,-0.27%
07/20/22,"23,215.20","23,412.00","24,258.00","22,944.40",281.31K,-0.83%
07/19/22,"23,410.20","22,529.30","23,757.30","21,581.80",308.91K,3.93%
07/18/22,"22,525.80","20,785.60","22,714.90","20,770.60",279.72K,8.37%
07/17/22,"20,785.60","21,209.80","21,654.40","20,755.20",132.81K,-2.00%
07/16/22,"21,209.90","20,825.20","21,561.30","20,484.40",136.89K,1.85%
07/15/22,"20,825.10","20,586.10","21,178.10","20,393.40",164.67K,1.16%
07/14/22,"20,586.00","20,250.00","20,862.20","19,664.90",205.28K,1.66%
07/13/22,"20,250.00","19,331.60","20,250.80","18,942.20",249.38K,4.75%
07/12/22,"19,330.90","19,963.20","20,051.70","19,279.60",167.91K,-3.17%
07/11/22,"19,963.20","20,847.20","20,855.00","19,897.00",160.20K,-4.24%
07/10/22,"20,847.40","21,587.40","21,599.20","20,689.70",204.68K,-3.43%
07/09/22,"21,587.50","21,610.40","21,944.10","21,338.40",190.11K,-0.11%
07/08/22,"21,611.20","21,637.10","22,482.10","21,207.00",439.90K,-0.12%
07/07/22,"21,637.80","20,557.90","21,817.80","20,282.70",115.81K,5.24%
07/06/22,"20,561.10","20,180.40","20,654.90","19,785.30",105.24K,1.78%
07/05/22,"20,200.60","20,215.80","20,706.90","19,315.40",122.43K,-0.08%
07/04/22,"20,215.80","19,310.60","20,303.80","19,052.50",92.79K,4.69%
07/03/22,"19,309.90","19,243.40","19,626.40","18,794.40",65.27K,0.35%
07/02/22,"19,243.20","19,275.40","19,425.40","19,006.40",58.57K,-0.10%
07/01/22,"19,262.90","19,926.60","20,785.60","18,980.10",150.18K,-3.33%
06/30/22,"19,926.60","20,111.30","20,155.10","18,682.70",127.73K,-0.92%
06/29/22,"20,111.30","20,278.00","20,415.80","19,880.70",98.97K,-0.82%
06/28/22,"20,278.00","20,727.90","21,200.20","20,210.50",83.83K,-2.18%
06/27/22,"20,730.20","21,037.70","21,497.50","20,568.00",84.69K,-1.49%
06/26/22,"21,043.50","21,489.90","21,837.40","20,989.70",67.21K,-2.08%
06/25/22,"21,489.90","21,226.90","21,553.40","20,917.50",66.63K,1.24%
06/24/22,"21,226.90","21,100.90","21,488.70","20,743.90",104.56K,0.60%
06/23/22,"21,100.70","19,967.30","21,189.80","19,907.50",110.70K,5.68%
06/22/22,"19,965.80","20,720.20","20,864.30","19,780.20",125.94K,-3.64%
06/21/22,"20,720.40","20,571.60","21,689.30","20,371.70",136.32K,0.72%
06/20/22,"20,572.30","20,576.90","20,996.80","19,658.80",140.60K,-0.02%
06/19/22,"20,577.20","18,983.40","20,763.50","17,983.70",169.39K,8.38%
06/18/22,"18,986.50","20,446.40","20,744.70","17,630.50",267.25K,-7.13%
06/17/22,"20,444.60","20,391.30","21,315.40","20,244.10",136.27K,0.28%
06/16/22,"20,386.60","22,577.90","22,942.10","20,231.10",144.00K,-9.71%
06/15/22,"22,577.90","22,137.50","22,754.40","20,125.80",280.41K,1.90%
06/14/22,"22,157.30","22,449.10","23,200.30","20,860.90",251.01K,-1.29%
06/13/22,"22,448.00","26,606.30","26,857.60","22,006.30",379.26K,-15.63%
06/12/22,"26,606.30","28,404.00","28,534.80","26,606.30",120.02K,-6.33%
06/11/22,"28,403.40","29,083.30","29,426.60","28,161.80",82.92K,-2.34%
06/10/22,"29,083.30","30,097.40","30,325.60","28,884.90",104.26K,-3.37%
06/09/22,"30,097.80","30,202.10","30,691.40","29,953.80",61.72K,-0.34%
06/08/22,"30,201.60","31,127.20","31,312.10","29,874.80",87.96K,-2.98%
06/07/22,"31,128.80","31,370.30","31,556.60","29,235.00",140.32K,-0.76%
06/06/22,"31,367.60","29,911.20","31,753.40","29,888.60",94.01K,4.86%
06/05/22,"29,913.00","29,865.10","30,166.90","29,539.00",30.33K,0.16%
06/04/22,"29,864.30","29,700.90","29,963.80","29,489.50",33.51K,0.55%
06/03/22,"29,700.90","30,455.70","30,674.80","29,330.80",72.13K,-2.48%
06/02/22,"30,455.50","29,798.60","30,638.50","29,604.40",81.40K,2.20%
06/01/22,"29,798.50","31,793.10","31,969.90","29,396.60",135.09K,-6.27%
05/31/22,"31,793.40","31,730.20","32,377.50","31,221.20",86.60K,0.22%
05/30/22,"31,723.30","29,465.20","32,185.60","29,307.20",129.56K,7.66%
05/29/22,"29,465.20","29,027.10","29,556.50","28,838.70",36.87K,1.51%
05/28/22,"29,027.10","28,620.10","29,194.40","28,537.20",43.87K,1.49%
05/27/22,"28,601.20","29,194.00","29,377.10","28,282.20",116.41K,-2.06%
05/26/22,"29,203.50","29,537.90","29,868.90","28,077.90",126.71K,-1.14%
05/25/22,"29,540.60","29,648.70","30,202.30","29,353.50",78.85K,-0.36%
05/24/22,"29,648.70","29,091.60","29,810.80","28,706.10",79.42K,1.91%
05/23/22,"29,093.30","30,287.30","30,644.80","28,913.60",92.10K,-3.94%
05/22/22,"30,286.60","29,433.00","30,462.00","29,260.10",50.60K,2.89%
05/21/22,"29,434.60","29,188.70","29,623.20","28,953.90",32.27K,0.88%
05/20/22,"29,178.60","30,305.90","30,735.10","28,738.50",98.78K,-3.72%
05/19/22,"30,305.90","28,700.40","30,525.10","28,682.10",101.38K,5.66%
05/18/22,"28,683.70","30,437.50","30,687.90","28,648.10",92.03K,-5.76%
05/17/22,"30,437.50","29,856.70","30,720.10","29,484.50",79.63K,1.97%
05/16/22,"29,849.00","31,308.30","31,312.40","29,135.80",100.25K,-4.66%
05/15/22,"31,308.70","30,078.60","31,383.80","29,499.40",65.44K,4.08%
05/14/22,"30,080.40","29,285.20","30,277.40","28,666.70",70.46K,2.72%
05/13/22,"29,284.40","28,994.30","31,002.70","28,755.00",141.23K,1.06%
05/12/22,"28,976.00","29,073.40","30,136.70","26,500.50",309.48K,-0.32%
05/11/22,"29,068.20","31,008.00","32,113.60","27,835.50",296.90K,-6.25%
05/10/22,"31,007.50","30,098.20","32,621.20","29,831.00",235.61K,3.03%
05/09/22,"30,095.00","34,041.00","34,227.00","30,095.00",268.09K,-11.64%
05/08/22,"34,060.00","35,468.00","35,497.00","33,727.00",671.05M,-3.97%
05/07/22,"35,468.00","36,003.00","36,119.00","34,773.00",288.86M,-1.50%
05/06/22,"36,009.00","36,540.00","36,646.00","35,267.00",752.84M,-1.46%
05/05/22,"36,544.00","39,686.00","39,833.00","36,183.00",1.04B,-7.92%
05/04/22,"39,688.00","37,717.00","40,021.00","37,660.00",691.49M,5.22%
05/03/22,"37,718.00","38,515.00","38,647.00","37,513.00",367.21M,-2.07%
05/02/22,"38,514.00","38,472.00","39,134.00","38,061.00",580.79M,0.14%
05/01/22,"38,461.00","37,642.00","38,676.00","37,397.00",276.99M,2.15%
04/30/22,"37,650.00","38,590.00","38,776.00","37,596.00",248.22M,-2.41%
04/29/22,"38,581.00","39,748.00","39,919.00","38,175.00",382.90M,-2.94%
04/28/22,"39,748.00","39,243.00","40,382.00","38,888.00",542.39M,1.29%
04/27/22,"39,243.00","38,113.00","39,447.00","37,869.00",426.83M,2.96%
04/26/22,"38,113.00","40,443.00","40,770.00","37,708.00",681.47M,-5.72%
04/25/22,"40,427.00","39,464.00","40,599.00","38,233.00",654.60M,2.44%
04/24/22,"39,464.00","39,434.00","39,929.00","39,033.00",283.63M,0.12%
04/23/22,"39,418.00","39,709.00","39,973.00","39,291.00",190.60M,-0.73%
04/22/22,"39,709.00","40,487.00","40,792.00","39,200.00",421.30M,-1.91%
04/21/22,"40,482.00","41,370.00","42,969.00","39,793.00",493.05M,-2.14%
04/20/22,"41,368.00","41,499.00","42,203.00","40,915.00",382.84M,-0.33%
04/19/22,"41,503.00","40,809.00","41,746.00","40,585.00",268.28M,1.72%
04/18/22,"40,803.00","39,700.00","41,095.00","38,577.00",484.26M,2.77%
04/17/22,"39,703.00","40,382.00","40,599.00","39,561.00",210.01M,-1.68%
04/16/22,"40,382.00","40,571.00","40,691.00","40,003.00",151.31M,-0.44%
04/15/22,"40,560.00","39,936.00","40,850.00","39,781.00",233.09M,1.56%
04/14/22,"39,936.00","41,133.00","41,494.00","39,585.00",294.29M,-2.91%
04/13/22,"41,133.00","40,072.00","41,515.00","39,581.00",406.70M,2.63%
04/12/22,"40,078.00","39,507.00","40,678.00","39,265.00",468.27M,1.47%
04/11/22,"39,497.00","42,144.00","42,418.00","39,202.00",608.38M,-6.27%
04/10/22,"42,138.00","42,760.00","43,421.00","41,884.00",255.83M,-1.47%
04/09/22,"42,767.00","42,275.00","42,809.00","42,129.00",165.16M,1.16%
04/08/22,"42,275.00","43,450.00","43,979.00","42,113.00",467.83M,-2.70%
04/07/22,"43,448.00","43,166.00","43,893.00","42,747.00",390.85M,0.64%
04/06/22,"43,173.00","45,494.00","45,519.00","43,122.00",649.52M,-5.13%
04/05/22,"45,506.00","46,614.00","47,201.00","45,388.00",421.11M,-2.41%
04/04/22,"46,629.00","46,407.00","46,899.00","45,152.00",446.12M,0.48%
04/03/22,"46,407.00","45,813.00","47,435.00","45,554.00",398.86M,1.30%
04/02/22,"45,811.00","46,299.00","47,212.00","45,641.00",345.93M,-1.05%
04/01/22,"46,297.00","45,529.00","46,728.00","44,261.00",632.93M,1.70%
03/31/22,"45,525.00","47,071.00","47,624.00","45,228.00",520.00M,-3.29%
03/30/22,"47,075.00","47,449.00","47,714.00","46,601.00",467.76M,-0.79%
03/29/22,"47,449.00","47,126.00","48,127.00","47,029.00",478.82M,0.73%
03/28/22,"47,105.00","46,859.00","48,199.00","46,672.00",610.27M,0.52%
03/27/22,"46,859.00","44,542.00","46,947.00","44,445.00",388.79M,5.19%
03/26/22,"44,548.00","44,331.00","44,818.00","44,090.00",196.30M,0.49%
03/25/22,"44,331.00","44,013.00","45,112.00","43,622.00",494.09M,0.72%
03/24/22,"44,013.00","42,911.00","44,251.00","42,658.00",491.66M,2.57%
03/23/22,"42,912.00","42,373.00","43,027.00","41,795.00",433.96M,1.27%
03/22/22,"42,373.00","41,022.00","43,327.90","40,893.00",537.06M,3.29%
03/21/22,"41,022.00","41,282.00","41,532.00","40,530.00",406.62M,-0.62%
03/20/22,"41,276.00","42,241.00","42,301.00","40,922.00",308.45M,-2.27%
03/19/22,"42,233.00","41,768.00","42,386.00","41,529.60",224.59M,1.11%
03/18/22,"41,767.80","40,914.60","42,308.40","40,234.80",2.31B,2.08%
03/17/22,"40,914.80","41,118.70","41,406.00","40,557.80",1.90B,-0.50%
03/16/22,"41,118.70","39,282.50","41,701.60","38,953.20",4.47B,4.67%
03/15/22,"39,285.70","39,673.00","39,854.70","38,220.90",2.25B,-0.97%
03/14/22,"39,671.10","37,789.50","39,914.30","37,613.60",2.33B,4.97%
03/13/22,"37,792.40","38,813.20","39,272.30","37,603.40",1.55B,-2.63%
03/12/22,"38,814.30","38,730.20","39,355.30","38,666.50",1.11B,0.22%
03/11/22,"38,730.20","39,422.50","40,177.00","38,236.40",2.79B,-1.74%
03/10/22,"39,416.30","41,933.90","42,029.10","38,603.50",3.62B,-5.99%
03/09/22,"41,929.00","38,731.50","42,538.50","38,663.30",3.60B,8.22%
03/08/22,"38,744.80","38,020.60","39,351.50","37,886.60",2.67B,1.89%
03/07/22,"38,024.80","38,420.60","39,532.00","37,182.10",3.02B,-0.99%
03/06/22,"38,403.10","39,396.30","39,668.10","38,115.00",1.93B,-2.52%
03/05/22,"39,395.80","39,142.80","39,600.20","38,626.10",1.50B,0.65%
03/04/22,"39,142.70","42,463.00","42,848.70","38,594.90",3.21B,-7.82%
03/03/22,"42,463.00","43,912.80","44,077.20","41,840.80",74.11K,-3.30%
03/02/22,"43,912.80","44,420.30","45,294.20","43,361.30",80.82K,-1.14%
03/01/22,"44,420.30","43,187.20","44,900.50","42,876.60",90.67K,2.85%
02/28/22,"43,188.20","37,707.20","43,977.80","37,458.90",108.07K,14.59%
02/27/22,"37,689.10","39,116.60","39,838.50","37,062.30",66.14K,-3.65%
02/26/22,"39,115.50","39,221.60","40,094.50","38,639.10",41.55K,-0.24%
02/25/22,"39,209.60","38,339.20","39,683.70","38,042.60",83.78K,2.27%
02/24/22,"38,339.20","37,250.20","39,351.60","34,357.40",180.47K,2.99%
02/23/22,"37,224.60","38,248.20","39,194.50","37,099.50",64.84K,-2.68%
02/22/22,"38,248.20","37,018.30","38,414.90","36,399.60",82.75K,3.32%
02/21/22,"37,017.70","38,355.00","39,444.10","36,868.90",91.82K,-3.49%
02/20/22,"38,355.00","40,089.60","40,120.30","38,042.20",47.92K,-4.33%
02/19/22,"40,090.30","40,000.10","40,434.30","39,666.60",25.78K,0.23%
02/18/22,"40,000.10","40,532.50","40,935.50","39,505.00",64.96K,-1.36%
02/17/22,"40,552.80","43,885.50","44,167.10","40,103.80",72.63K,-7.59%
02/16/22,"43,883.60","44,540.90","44,552.90","43,377.60",41.40K,-1.48%
02/15/22,"44,544.40","42,550.30","44,722.60","42,460.10",56.34K,4.69%
02/14/22,"42,550.30","42,061.10","42,799.70","41,591.30",53.60K,1.16%
02/13/22,"42,061.10","42,205.50","42,725.10","41,880.10",25.88K,-0.34%
02/12/22,"42,205.20","42,388.40","43,006.40","41,776.80",37.88K,-0.43%
02/11/22,"42,388.40","43,519.30","43,915.10","42,023.40",69.95K,-2.60%
02/10/22,"43,521.00","44,388.90","45,755.20","43,242.50",89.69K,-1.96%
02/09/22,"44,388.90","44,038.20","44,800.40","43,163.00",50.92K,0.80%
02/08/22,"44,038.20","43,833.90","45,399.80","42,705.00",92.88K,0.47%
02/07/22,"43,833.90","42,385.20","44,468.30","41,695.40",76.60K,3.40%
02/06/22,"42,392.20","41,411.90","42,614.80","41,176.30",31.20K,2.37%
02/05/22,"41,412.10","41,566.50","41,899.80","40,963.30",46.32K,-0.37%
02/04/22,"41,567.60","37,287.80","41,689.00","37,041.10",95.49K,11.48%
02/03/22,"37,287.80","36,890.20","37,304.30","36,297.30",50.35K,1.08%
02/02/22,"36,890.20","38,711.20","38,853.80","36,682.30",53.74K,-4.70%
02/01/22,"38,709.70","38,475.60","39,230.00","38,037.90",55.20K,0.55%
01/31/22,"38,498.60","37,923.80","38,701.40","36,672.80",61.27K,1.53%
